t,agent_x,agent_y,goal_x,goal_y,subgoal_x,subgoal_y,waypoint_x,waypoint_y,new_high_command
37,2.7484379468506215,-0.9286194737396422,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
38,2.7731415252032456,-0.9549792249504869,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
39,2.7887974702218945,-0.9799486972258105,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
40,2.8407997971610066,-0.9819859632394407,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
41,2.973014730073757,-1.0283822950035368,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
42,3.1646825862909735,-1.11202466203995,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
43,3.391628401598327,-1.1688786870905572,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
44,3.593062877972107,-1.20391900455689,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
45,3.778618818398278,-1.2321467660420917,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
46,3.894600076255849,-1.2062433875852354,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
47,3.987428498453735,-1.1225741154042228,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
48,4.121813550958057,-1.1451033982433854,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
49,4.340294751337479,-1.2016015993834825,0.0,32.0,-3.999998092651367,15.12043285369873,5.0,-1.0,0
50,4.56275548034054,-1.236689944141762,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
51,4.70661141479705,-1.2339807733692174,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
52,4.819494393159538,-1.227422673768518,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
53,4.918763563387606,-1.2296507662614276,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
54,5.0358177380039955,-1.213985376174416,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
55,5.185217131161128,-1.118774367784164,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
56,5.399730717230805,-1.0542402312071697,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
57,5.672345218387627,-1.0591934130482854,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
58,5.838229762184011,-1.0148028039988746,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
59,5.959659490557526,-0.9614329922132806,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
60,6.067858876522948,-0.8759745284270629,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
61,6.155169614228753,-0.7437385550074345,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
62,6.256596914566377,-0.7362825998242354,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
63,6.42006628842835,-0.8357266216923293,0.0,32.0,-3.999998092651367,15.12043285369873,7.0,-1.0,0
64,6.5936356030481456,-0.9114479476414361,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
65,6.75476572002465,-0.9514728917349471,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
66,6.867065286844807,-0.9593762226498296,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
67,6.904649895377119,-0.9163209816490451,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
68,6.957704580269711,-0.863750020843852,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
69,7.036853777128083,-0.7873252103689398,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
70,7.1939710932402585,-0.7973609339721409,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
71,7.4413020271412655,-0.8559527620762474,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
72,7.667114199371065,-0.8755927272804478,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
73,7.867178024424018,-0.883266515226066,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
74,8.02049078592009,-0.8335476173928488,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
75,8.183427801284433,-0.767872225906903,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
76,8.36853090009731,-0.7426043675423766,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
77,8.530155159332008,-0.8222414562566025,0.0,32.0,-3.999998092651367,15.12043285369873,9.0,-1.0,0
78,8.671671654406031,-0.8922310112876264,0.0,32.0,-3.999998092651367,15.12043285369873,11.0,-1.0,0
79,8.814484200823426,-0.9334429492089642,0.0,32.0,-3.999998092651367,15.12043285369873,11.0,-1.0,0
80,8.918951307900828,-0.9574195792830829,0.0,32.0,-3.999998092651367,15.12043285369873,11.0,-1.0,0
81,9.000282623580047,-0.9706110774445542,0.0,32.0,-3.999998092651367,15.12043285369873,11.0,-1.0,0
82,9.084470114611555,-1.0107417890155115,0.0,32.0,-3.999998092651367,15.12043285369873,11.0,-1.0,0
83,9.196866757501635,-1.0901416823140422,0.0,32.0,-3.999998092651367,15.12043285369873,11.0,-1.0,0
84,9.417091661153064,-1.1248401983196994,0.0,32.0,-3.999998092651367,15.12043285369873,11.0,-1.0,0
85,9.658280081703461,-1.1374588331711308,0.0,32.0,-3.999998092651367,15.12043285369873,11.0,-1.0,0
